x,y
8.429221443629638,20.348813393491056
4.0048728280122114,15.064076364150404
5.219006748439336,10.987729242822278
3.8285201781918525,15.345726406246271
7.42293164094766,13.87288809832889
4.815884382565479,10.361194737337886
4.594933797447931,15.114230482663384
4.215784105275139,15.29262996939722
7.389917293470392,15.776221621691379
4.670581029588424,11.565275341601586
8.397764892832644,21.39623356842359
6.272868452300282,12.477103821485285
4.817120607212338,14.095576551883413
7.388597412412922,17.682340546709014
7.678761961406133,17.206693830353718
4.013300622841962,14.322603746734677
5.7276782242866595,12.708664560214514
7.355779162401108,16.51048191814923
7.998519331930787,18.633667534906717
4.145200363830826,12.569212226210327
